word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense
12685,log,I found the log on the table.,"{""n"": [""a segment of the trunk of a tree when stripped of branches"", ""the exponent required to produce a given number"", ""a written record of messages sent or received"", ""a written record of events on a voyage (of a ship or plane)"", ""measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship's speed through the water""], ""v"": [""enter into a log, as on ships and planes"", ""cut lumber, as in woods and forests""]}",image.1056.jpg,n,1.0
12690,peso,Me faltaba un peso para completar el pago.,"{""n"": [""the basic unit of money in Uruguay; equal to 100 centesimos"", ""the basic unit of money in the Philippines; equal to 100 centavos"", ""the basic unit of money in Mexico; equal to 100 centavos"", ""the basic unit of money in Guinea-Bissau; equal to 100 centavos"", ""the basic unit of money in the Dominican Republic; equal to 100 centavos"", ""the basic unit of money in Cuba; equal to 100 centavos"", ""the basic unit of money in Colombia; equal to 100 centavos"", ""the basic unit of money in Chile; equal to 100 centesimos""]}",image.10938.jpg,n,8.0
12698,log,I checked the log before I replied.,"{""n"": [""a segment of the trunk of a tree when stripped of branches"", ""the exponent required to produce a given number"", ""a written record of messages sent or received"", ""a written record of events on a voyage (of a ship or plane)"", ""measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship's speed through the water""], ""v"": [""enter into a log, as on ships and planes"", ""cut lumber, as in woods and forests""]}",image.12129.jpg,n,3.0
12714,laugh,"When I showed him the old photo, he laughed for a moment before setting it down.","{""n"": [""the sound of laughing"", ""a facial expression characteristic of a person laughing"", ""a humorous anecdote or remark intended to provoke laughter""], ""v"": [""produce laughter""]}",image.1023.jpg,v,1.0
12724,journey,The journey left us all a little tired.,"{""n"": [""the act of traveling from one place to another""], ""v"": [""undertake a journey or trip"", ""travel upon or across""]}",image.6900.jpg,n,1.0
12725,roll,The marble rolled across the floor before stopping by the wall.,"{""n"": [""rotary motion of an object around its own axis"", ""a list of names"", ""a long heavy sea wave as it advances towards the shore"", ""photographic film rolled up inside a container to protect it from light"", ""a round shape formed by a series of concentric circles (as formed by leaves or flower petals)"", ""a roll of currency notes (often taken as the resources of a person or business etc.)"", ""small rounded bread either plain or sweet"", ""a deep prolonged sound (as of thunder or large bells)"", ""the sound of a drum (especially a snare drum) beaten rapidly and continuously"", ""a document that can be rolled up (as for storage)"", ""anything rolled up in cylindrical form"", ""the act of throwing dice"", ""walking with a swaying gait"", ""a flight maneuver; aircraft rotates about its longitudinal axis without changing direction or losing altitude"", ""the act of rolling something (as the ball in bowling)""], ""v"": [""move by turning over or rotating"", ""move along on or as if on wheels or a wheeled vehicle"", ""occur in soft rounded shapes"", ""flatten or spread with a roller"", ""emit, produce, or utter with a deep prolonged reverberating sound"", ""arrange or or coil around"", ""begin operating or running"", ""shape by rolling"", ""execute a roll, in tumbling"", ""sell something to or obtain something from by energetic and especially underhanded activity"", ""move in a wavy pattern or with a rising and falling motion"", ""move about aimlessly or without any destination, often in search of food or employment"", ""move, rock, or sway from side to side"", ""cause to move by turning over or in a circular manner of as if on an axis"", ""pronounce with a roll, of the phoneme /r/"", ""boil vigorously"", ""take the shape of a roll or cylinder"", ""show certain properties when being rolled""]}",image.13454.jpg,v,1.0
12730,boneset,I noticed boneset along the path after the rain.,"{""n"": [""European herb having small white, pink or purple flowers; naturalized as a weed in North America"", ""perennial herb of southeastern United States having white-rayed flower heads; formerly used as in folk medicine""]}",image.5360.jpg,n,1.0
12736,splash,He splashed the water onto the driveway.,"{""n"": [""the sound like water splashing"", ""a prominent or sensational but short-lived news event"", ""a small quantity of something moist or liquid"", ""a patch of bright color"", ""the act of splashing a (liquid) substance on a surface"", ""the act of scattering water about haphazardly""], ""v"": [""cause (a liquid) to spatter about, especially with force"", ""walk through mud or mire"", ""dash a liquid upon or against"", ""mark or overlay with patches of contrasting color or texture; cause to appear splashed or spattered"", ""make a splashing sound"", ""soil or stain with a splashed liquid"", ""strike and dash about in a liquid""]}",image.15734.jpg,v,1.0
12757,cecropia,I saw a cecropia outside the window this morning.,"{""n"": [""large genus of tropical American trees that yield a bast fiber used for cordage and bark used in tanning; milky juice yields caoutchouc"", ""North American silkworm moth; larvae feed on the leaves of forest trees""]}",image.7731.jpg,n,2.0
12771,brooklime,I noticed brooklime spreading along the damp path.,"{""n"": [""European plant having low-lying stems with blue flowers; sparsely naturalized in North America"", ""plant of western North America and northeastern Asia having prostrate stems with dense racemes of pale violet to lilac flowers""]}",image.7785.jpg,n,1.0
12812,puck,The puck kept turning up in odd places around the house.,"{""n"": [""a mischievous sprite of English folklore"", ""a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey""]}",image.2322.jpg,n,1.0
12854,make,"On weekends, she makes portraits for friends.","{""n"": [""a recognizable kind"", ""the act of mixing cards haphazardly""], ""v"": [""engage in"", ""give certain properties to something"", ""make or cause to be or to become"", ""cause to do; cause to act in a specified manner"", ""give rise to; cause to happen or occur, not always intentionally"", ""create or manufacture a man-made product"", ""make, formulate, or derive in the mind"", ""compel or make somebody or something to act in a certain way"", ""create by artistic means"", ""earn on some commercial or business transaction; earn as salary or wages"", ""create or design, often in a certain way"", ""to compose or represent:"", ""reach a goal, e.g.,"", ""be or be capable of being changed or made into"", ""make by shaping or bringing together constituents"", ""perform or carry out"", ""make by combining materials and parts"", ""change from one form into another"", ""act in a certain way so as to acquire"", ""charge with a function; charge to be"", ""achieve a point or goal"", ""reach a destination, either real or abstract"", ""institute, enact, or establish"", ""carry out or commit"", ""form by assembling individuals or constituents"", ""organize or be responsible for"", ""put in order or neaten"", ""head into a specified direction"", ""have a bowel movement"", ""undergo fabrication or creation"", ""be suitable for"", ""add up to"", ""amount to"", ""constitute the essence of"", ""appear to begin an activity"", ""proceed along a path"", ""reach in time"", ""gather and light the materials for"", ""prepare for eating by applying heat"", ""induce to have sex"", ""assure the success of"", ""represent fictitiously, as in a play, or pretend to be or act like"", ""consider as being"", ""calculate as being"", ""cause to be enjoyable or pleasurable"", ""favor the development of"", ""develop into"", ""behave in a certain way"", ""eliminate urine""]}",image.9126.jpg,v,9.0
